Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
8/31/2018,94940,85364,AZ,Yuma,Yuma,Yuma,135,132800,0,0.009885932,0.053968254,0.063689893,-0.009763111,2006-10,2006-Q4,177100,-0.250141163,2005-05
8/31/2018,62093,11385,NY,New York-Newark-Jersey City,Queens,New York,136,660500,-0.001662636,0.005480286,0.070328958,0.094698867,0.04024232,2018-07,2018-Q3,661600,-0.001662636,2018-06
8/31/2018,93203,80013,CO,Denver-Aurora-Lakewood,Arapahoe,Aurora,137,334500,-0.001194386,-0.00357462,0.076254826,0.112714393,0.063339029,2018-05,2018-Q2,335700,-0.00357462,2018-04
8/31/2018,91950,77459,TX,Houston-The Woodlands-Sugar Land,Fort Bend,Missouri City,138,272200,0.000367512,0.000367512,0.025235405,0.065400954,0.033282114,2018-08,2018-Q3,272200,0,2018-08
8/31/2018,72362,33024,FL,Miami-Fort Lauderdale-West Palm Beach,Broward,Pembroke Pines,139,268300,-0.001488649,0.006376594,0.087996756,0.137152556,0.02986616,2006-11,2006-Q4,286200,-0.062543676,2006-03
8/31/2018,96467,91709,CA,Riverside-San Bernardino-Ontario,San Bernardino,Chino Hills,140,668900,-0.000597639,0.001197426,0.02028676,0.057252281,0.042435384,2018-06,2018-Q2,669700,-0.001194565,2018-06
8/31/2018,76534,43123,OH,Columbus,Franklin,Grove City,141,174800,-0.001713307,0.001145475,0.058752271,0.064216541,0.022711378,2018-06,2018-Q2,175500,-0.003988604,2018-06
8/31/2018,66705,20906,MD,Washington-Arlington-Alexandria,Montgomery,Silver Spring,142,336300,-0.000297265,-0.001484561,0.053571429,0.040277016,0.000957403,2006-06,2006-Q2,396500,-0.151828499,2005-01
8/31/2018,96047,90066,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,143,1397200,-0.001072424,-0.001928709,0.022615824,0.103328548,0.071497978,2018-03,2018-Q1,1404800,-0.005410023,2018-01
8/31/2018,92520,78577,TX,McAllen-Edinburg-Mission,Hidalgo,Pharr,144,88500,-0.001128668,0.007972665,0.10625,0.053184632,0.01860674,2018-07,2018-Q3,88600,-0.001128668,2018-07
8/31/2018,99500,98012,WA,Seattle-Tacoma-Bellevue,Snohomish,Bothell,145,574400,-0.000522011,0.00209351,0.126053715,0.10435894,0.040138482,2018-06,2018-Q2,575100,-0.00121718,2018-06
8/31/2018,91198,76028,TX,Dallas-Fort Worth-Arlington,Johnson,Burleson,146,208100,-0.002396932,0.005799903,0.089528796,0.086252351,0.038666702,2018-07,2018-Q3,208600,-0.002396932,2018-06
8/31/2018,63776,14850,NY,Ithaca,Tompkins,Ithaca,147,241400,-0.002891367,-0.009844135,0.008354219,0.032153267,0.02495924,2018-03,2018-Q1,247600,-0.025040388,2017-12
8/31/2018,73221,34787,FL,Orlando-Kissimmee-Sanford,Orange,Winter Garden,148,309200,-0.003223727,0.003244646,0.06108442,0.091261417,0.017403481,2006-09,2006-Q3,342500,-0.097226277,2006-01
8/31/2018,72901,33908,FL,Cape Coral-Fort Myers,Lee,Fort Myers,149,242000,0.001241208,0.006237006,0.027164686,0.064796515,0.014235789,2006-06,2006-Q2,331400,-0.269764635,2004-12
8/31/2018,58660,2148,MA,Boston-Cambridge-Newton,Middlesex,Malden,150,447100,-0.002231645,0.002017033,0.061995249,0.091658257,0.045186857,2018-06,2018-Q2,448600,-0.003343736,2018-06
8/31/2018,87019,65807,MO,Springfield,Greene,Springfield,151,126600,0.000790514,0.005559968,0.077446809,0.047674937,0.014431457,2018-08,2018-Q3,126600,0,2018-08
8/31/2018,72737,33647,FL,Tampa-St. Petersburg-Clearwater,Hillsborough,Tampa,152,282600,-0.002470879,-0.006329114,0.026143791,0.056032903,0.01515238,2006-07,2006-Q3,337300,-0.162170175,2005-08
8/31/2018,91221,76063,TX,Dallas-Fort Worth-Arlington,Tarrant,Mansfield,153,270100,-0.001478743,-0.001478743,0.044470224,0.079597811,0.040458571,2018-06,2018-Q2,271000,-0.003321033,2018-05
8/31/2018,77094,44256,OH,Cleveland-Elyria,Medina,Medina,154,219200,-0.000911577,0.009208103,0.069790142,0.045687349,0.021716156,2018-07,2018-Q3,219400,-0.000911577,2018-07
8/31/2018,62085,11373,NY,New York-Newark-Jersey City,Queens,New York,155,574900,-0.000173913,0.017882436,0.064038497,0.084793074,0.0409636,2018-07,2018-Q3,575000,-0.000173913,2018-07
8/31/2018,93146,79938,TX,El Paso,El Paso,El Paso,156,145400,0.000688231,0.003450656,0.020350877,0.005452581,0.00611548,2007-11,2007-Q4,148000,-0.017567568,2007-08
8/31/2018,84622,60620,IL,Chicago-Naperville-Elgin,Cook,Chicago,157,133000,-0.002250563,-0.005235602,0.050552923,0.049299619,-0.017844857,2008-03,2008-Q1,162400,-0.181034483,2004-11
8/31/2018,98432,95823,CA,Sacramento--Roseville--Arden-Arcade,Sacramento,Sacramento,158,270800,0,0.002220577,0.041138024,0.111224753,0.047467395,2005-12,2005-Q4,320800,-0.155860349,2004-11
8/31/2018,96987,92677,CA,Los Angeles-Long Beach-Anaheim,Orange,Laguna Niguel,159,850100,0.000941952,0.00401559,0.044605554,0.041756962,0.029586006,2018-08,2018-Q3,850100,0,2018-08
8/31/2018,70825,30040,GA,Atlanta-Sandy Springs-Roswell,Forsyth,Cumming,160,296800,-0.000336814,0.002702703,0.068394528,0.06005938,0.020941283,2018-06,2018-Q2,297100,-0.001009761,2018-06
8/31/2018,90657,75056,TX,Dallas-Fort Worth-Arlington,Denton,The Colony,161,283300,0,0.007826396,0.082123759,0.091934885,0.046573779,2018-08,2018-Q3,283300,0,2018-08
8/31/2018,72347,33009,FL,Miami-Fort Lauderdale-West Palm Beach,Broward,Hallandale,162,209900,0.000476644,0.008165226,0.105900948,0.086550314,0.022882382,2006-08,2006-Q3,263700,-0.204019719,2005-05
8/31/2018,77400,45011,OH,Cincinnati,Butler,Hamilton,163,192900,-0.002069322,0.0046875,0.061056106,0.042619293,0.015437675,2018-06,2018-Q2,193400,-0.002585315,2018-06
8/31/2018,60499,6902,CT,Bridgeport-Stamford-Norwalk,Fairfield,Stamford,164,251200,-0.003570012,-0.017598749,0.003595685,0.007403998,-0.015503742,2006-08,2006-Q3,332700,-0.244965434,2004-03
8/31/2018,69340,27410,NC,Greensboro-High Point,Guilford,Greensboro,165,215800,-0.000463177,0.006060606,0.05165692,0.036428443,0.01549534,2018-07,2018-Q3,215900,-0.000463177,2018-07
8/31/2018,95817,89121,NV,Las Vegas-Henderson-Paradise,Clark,Las Vegas,166,207200,-0.00096432,0.016683023,0.162738496,0.135519755,0.013673673,2006-10,2006-Q4,257700,-0.1959643,2005-01
8/31/2018,61642,10028,NY,New York-Newark-Jersey City,New York,New York,167,1567400,0.001789595,-0.006213543,-0.034495503,0.048142277,0.022475527,2017-06,2017-Q2,1645100,-0.047231171,2017-01
8/31/2018,96825,92345,CA,Riverside-San Bernardino-Ontario,San Bernardino,Hesperia,168,248000,-0.001208216,0.003236246,0.071737252,0.113030929,0.026865312,2006-08,2006-Q3,319700,-0.224272756,2005-06
8/31/2018,97023,92804,CA,Los Angeles-Long Beach-Anaheim,Orange,Anaheim,169,569300,-0.000526685,0.000879044,0.044203962,0.063920636,0.031071296,2006-07,2006-Q3,590900,-0.036554409,2006-01
8/31/2018,60639,7302,NJ,New York-Newark-Jersey City,Hudson,Jersey City,170,889200,0.001125873,-0.033162988,0.072876448,0.116018849,0.058436103,2018-04,2018-Q2,924200,-0.037870591,2018-02
8/31/2018,86717,65203,MO,Columbia,Boone,Columbia,171,223000,0.000448632,0.018730014,0.083576288,0.041126831,0.026009959,2018-08,2018-Q3,223000,0,2018-08
8/31/2018,69431,27587,NC,Raleigh,Wake,Wake Forest,172,303600,-0.000658328,-0.000329272,0.026022305,0.038468294,0.009763053,2018-06,2018-Q2,304000,-0.001315789,2018-05
8/31/2018,78823,47906,IN,Lafayette-West Lafayette,Tippecanoe,West Lafayette,173,208300,-0.003825921,-0.008567349,0.048841893,0.04972609,0.029515824,2018-04,2018-Q2,210200,-0.00903901,2018-03
8/31/2018,61169,8753,NJ,New York-Newark-Jersey City,Ocean,Toms River,174,265400,-0.000376648,0.004542014,0.03671875,0.026470059,-0.012113777,2006-07,2006-Q3,330300,-0.196488041,2004-07
8/31/2018,96817,92336,CA,Riverside-San Bernardino-Ontario,San Bernardino,Fontana,175,446200,-0.000448029,0.00359874,0.040335743,0.068207647,0.034381937,2006-07,2006-Q3,510700,-0.126297239,2005-04
8/31/2018,96667,92126,CA,San Diego-Carlsbad,San Diego,San Diego,176,585300,-0.000170823,-0.001535312,0.037398086,0.061286492,0.043475191,2018-04,2018-Q2,586500,-0.002046036,2018-03
8/31/2018,84635,60634,IL,Chicago-Naperville-Elgin,Cook,Chicago,177,267000,-0.002614867,-0.004474273,0.071428571,0.070511007,-0.007929393,2006-08,2006-Q3,348200,-0.233199311,2004-02
8/31/2018,70953,30188,GA,Atlanta-Sandy Springs-Roswell,Cherokee,Woodstock,178,233100,-0.000428816,0.001718951,0.088743578,0.086718818,0.02454929,2018-06,2018-Q2,233500,-0.001713062,2018-06
8/31/2018,78085,46307,IN,Chicago-Naperville-Elgin,Lake,Crown Point,179,217600,-0.000918274,0.013035382,0.051715805,0.042284337,0.01576034,2018-07,2018-Q3,217800,-0.000918274,2018-07
8/31/2018,90780,75228,TX,Dallas-Fort Worth-Arlington,Dallas,Dallas,180,183700,-0.002172732,0.006024096,0.145976294,0.141217936,0.060702267,2018-07,2018-Q3,184100,-0.002172732,2018-07
8/31/2018,69336,27406,NC,Greensboro-High Point,Guilford,Greensboro,181,111700,0.002692998,0.002692998,0.048826291,0.065977181,0.004300156,2018-08,2018-Q3,111700,0,2018-08
8/31/2018,99563,98103,WA,Seattle-Tacoma-Bellevue,King,Seattle,182,830600,0.001567587,-0.000240732,0.065008334,0.114354176,0.059079282,2018-03,2018-Q1,834700,-0.004911944,2018-02
8/31/2018,91941,77450,TX,Houston-The Woodlands-Sugar Land,Fort Bend,Cinco Ranch,183,258100,0.000775494,0.001940994,0.018145957,0.057237816,0.036408771,2018-08,2018-Q3,258100,0,2018-08
8/31/2018,100179,99301,WA,Kennewick-Richland,Franklin,Pasco,184,224500,-0.000445236,0.010805943,0.082971539,0.068166568,0.056548651,2018-07,2018-Q3,224600,-0.000445236,2018-07
8/31/2018,92125,77845,TX,College Station-Bryan,Brazos,College Station,185,252800,-0.001579779,0.002776676,0.03394683,0.065016018,0.035124061,2018-07,2018-Q3,253200,-0.001579779,2018-06
8/31/2018,66135,20011,DC,Washington-Arlington-Alexandria,District of Columbia,Washington,186,604100,0.000828363,-0.000992228,0.071099291,0.09645595,0.053566535,2018-04,2018-Q2,604800,-0.001157407,2018-04
8/31/2018,70698,29732,SC,Charlotte-Concord-Gastonia,York,Rock Hill,187,181000,-0.000552181,-0.008219178,0.040828062,0.054375403,0.019304023,2018-04,2018-Q2,182600,-0.008762322,2018-01
8/31/2018,96000,90019,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,188,1105400,0.000543085,0.007657247,0.14359611,0.105179539,0.054509235,2018-08,2018-Q3,1105400,0,2018-08
8/31/2018,84285,60016,IL,Chicago-Naperville-Elgin,Cook,Des Plaines,189,223400,-0.003568243,-0.007992895,0.040037244,0.074961127,-0.009679183,2007-01,2007-Q1,280600,-0.203848895,2003-04
8/31/2018,76539,43130,OH,Columbus,Fairfield,Lancaster,190,134400,0.001490313,0.005988024,0.077786688,0.053435386,0.017674792,2018-08,2018-Q3,134400,0,2018-08
8/31/2018,91325,76244,TX,Dallas-Fort Worth-Arlington,Tarrant,Fort Worth,191,252300,-0.001187648,-0.000792079,0.023529412,0.075541239,0.035673782,2018-06,2018-Q2,253000,-0.002766798,2018-05
8/31/2018,69849,28314,NC,Fayetteville,Cumberland,Fayetteville,192,111600,-0.000895255,-0.001788909,-0.007117438,0.001620754,-0.001068957,2010-06,2010-Q2,119300,-0.064543168,2007-09
8/31/2018,69450,27610,NC,Raleigh,Wake,Raleigh,193,171500,-0.000582751,0.01120283,0.088888889,0.071365283,0.025749345,2018-07,2018-Q3,171600,-0.000582751,2018-07
8/31/2018,91744,77095,TX,Houston-The Woodlands-Sugar Land,Harris,Houston,194,220600,0,-0.001809955,0.049976202,0.056870835,0.031420754,2018-06,2018-Q2,221000,-0.001809955,2018-06
8/31/2018,95314,87120,NM,Albuquerque,Bernalillo,Albuquerque,195,194600,0,0.000514139,0.026912929,0.023809951,-0.00107278,2008-04,2008-Q2,197900,-0.016675088,2007-05
8/31/2018,96882,92503,CA,Riverside-San Bernardino-Ontario,Riverside,Riverside,196,381800,-0.002090957,0.007387863,0.05527916,0.088987085,0.027494183,2006-10,2006-Q4,422200,-0.095689247,2005-09
8/31/2018,96546,91911,CA,San Diego-Carlsbad,San Diego,Chula Vista,197,470300,-0.001062022,-0.005287648,0.039566755,0.064543242,0.033982495,2006-06,2006-Q2,491500,-0.043133266,2005-02
8/31/2018,67010,21740,MD,Hagerstown-Martinsburg,Washington,Hagerstown,198,159800,-0.001873829,0.00566394,0.085597826,0.039771107,-0.006788764,2006-09,2006-Q3,207700,-0.230621088,2004-11
8/31/2018,97743,94536,CA,San Francisco-Oakland-Hayward,Alameda,Fremont,199,1063800,0.001506308,0.01285347,0.148068206,0.103503568,0.069615594,2018-08,2018-Q3,1063800,0,2018-08
8/31/2018,75696,40475,KY,Richmond-Berea,Madison,Richmond,200,167900,-0.001783591,0.004787552,0.055974843,0.038352262,0.016966929,2018-07,2018-Q3,168200,-0.001783591,2018-07
8/31/2018,60518,7002,NJ,New York-Newark-Jersey City,Hudson,Bayonne,201,365500,-0.000273523,0.000273673,0.151181102,0.072384942,0.003431917,2006-10,2006-Q4,427900,-0.145828465,2005-07
8/31/2018,96125,90280,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,South Gate,202,426600,0,-0.000702741,0.043542074,0.078945736,0.017492968,2007-03,2007-Q1,468300,-0.089045484,2006-02
8/31/2018,69699,28078,NC,Charlotte-Concord-Gastonia,Mecklenburg,Huntersville,203,296500,0.000674992,-0.002690885,0.036713287,0.05252231,0.017804053,2018-05,2018-Q2,297300,-0.002690885,2018-03
8/31/2018,67655,23320,VA,Virginia Beach-Norfolk-Newport News,Chesapeake City,Chesapeake,204,246400,0.000812348,0.004893964,0.034859303,0.020432066,-0.002679248,2006-07,2006-Q3,266800,-0.076461769,2005-09
8/31/2018,76597,43230,OH,Columbus,Franklin,Gahanna,205,203900,-0.001469148,0.003938946,0.062532569,0.066823323,0.027173982,2018-06,2018-Q2,204400,-0.002446184,2018-06
8/31/2018,67180,22191,VA,Washington-Arlington-Alexandria,Prince William,Woodbridge,206,308000,-0.001620746,-0.00032457,0.046551138,0.032363718,0.013381544,2006-02,2006-Q1,387800,-0.205776173,2004-11
8/31/2018,95813,89117,NV,Las Vegas-Henderson-Paradise,Clark,Las Vegas,207,318800,-0.000313578,0.008541601,0.108098714,0.090103271,0.023225065,2006-06,2006-Q2,376600,-0.153478492,2004-09
8/31/2018,65779,19111,PA,Philadelphia-Camden-Wilmington,Philadelphia,Philadelphia,208,176300,-0.001698754,0.002274019,0.050655542,0.040439433,0.003704551,2006-05,2006-Q2,190200,-0.073080967,2005-05
8/31/2018,73014,34135,FL,Cape Coral-Fort Myers,Lee,Bonita Springs,209,283300,0.000353107,0.000706464,0.006036932,0.065180608,0.023035603,2006-07,2006-Q3,376900,-0.248341735,2005-03
8/31/2018,78042,46227,IN,Indianapolis-Carmel-Anderson,Marion,Indianapolis,210,139800,-0.002141328,0.007930786,0.100787402,0.076282708,0.016154023,2018-07,2018-Q3,140100,-0.002141328,2018-07
8/31/2018,96934,92592,CA,Riverside-San Bernardino-Ontario,Riverside,Temecula,211,470200,-0.001486515,0.007067895,0.059009009,0.054804322,0.039233803,2006-06,2006-Q2,503000,-0.065208748,2005-01
8/31/2018,62046,11236,NY,New York-Newark-Jersey City,Kings,New York,212,466000,-0.000429,0.006914434,0.090568687,0.053418302,0.012179241,2018-07,2018-Q3,466200,-0.000429,2018-07
8/31/2018,61641,10027,NY,New York-Newark-Jersey City,New York,New York,213,1108300,-0.00225063,-0.007699884,0.104214407,0.094385994,0.041163878,2018-06,2018-Q2,1117700,-0.008410128,2018-05
8/31/2018,96477,91730,CA,Riverside-San Bernardino-Ontario,San Bernardino,Rancho Cucamonga,214,445000,-0.001122334,0.001350135,0.038991361,0.073376908,0.039070092,2006-07,2006-Q3,463700,-0.040327798,2006-03
8/31/2018,70859,30080,GA,Atlanta-Sandy Springs-Roswell,Cobb,Smyrna,215,270600,-0.002212389,0.001109878,0.135067114,0.104162372,0.031702543,2018-06,2018-Q2,271400,-0.002947679,2018-06
8/31/2018,90226,74012,OK,Tulsa,Tulsa,Broken Arrow,216,160500,-0.001244555,-0.000622665,0.044921875,0.044503162,0.021851181,2018-07,2018-Q3,160700,-0.001244555,2018-05
8/31/2018,66785,21117,MD,Baltimore-Columbia-Towson,Baltimore,Owings Mills,217,251400,-0.001984915,-0.007500987,0.026122449,0.023035091,-0.00808741,2006-11,2006-Q4,307400,-0.182173064,2005-01
8/31/2018,98411,95747,CA,Sacramento--Roseville--Arden-Arcade,Placer,Roseville,218,474700,-0.001472444,-0.000210615,0.035332606,0.052061338,0.031507416,2005-11,2005-Q4,510100,-0.069398157,2005-04
8/31/2018,71895,32244,FL,Jacksonville,Duval,Jacksonville,219,152100,-0.00327654,0.002636783,0.092672414,0.12608192,0.006823894,2006-12,2006-Q4,164000,-0.072560976,2006-01
8/31/2018,96083,90201,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Bell,220,428400,-0.000233372,-0.00069979,0.053874539,0.085893635,0.014885493,2007-07,2007-Q3,468900,-0.086372361,2006-02
8/31/2018,96651,92109,CA,San Diego-Carlsbad,San Diego,San Diego,221,950900,-0.000840601,0.002107704,0.058790781,0.071505441,0.042953168,2018-06,2018-Q2,952400,-0.001574969,2018-06
8/31/2018,70835,30052,GA,Atlanta-Sandy Springs-Roswell,Gwinnett,Loganville,222,200700,0,0.006015038,0.074411135,0.085716366,0.015164908,2018-08,2018-Q3,200700,0,2018-08
8/31/2018,70826,30041,GA,Atlanta-Sandy Springs-Roswell,Forsyth,Cumming,223,354900,-0.00028169,0.000281849,0.050310743,0.060062215,0.022198234,2018-06,2018-Q2,355300,-0.001125809,2018-06
8/31/2018,96643,92101,CA,San Diego-Carlsbad,San Diego,San Diego,224,590200,-0.000677277,-0.004721754,0.036711751,0.056316124,0.024199692,2018-04,2018-Q2,593100,-0.004889563,2018-03
8/31/2018,72247,32822,FL,Orlando-Kissimmee-Sanford,Orange,Orlando,225,167800,-0.001190476,0.014510278,0.153264605,0.177451347,0.010210883,2006-12,2006-Q4,196800,-0.147357724,2006-01
8/31/2018,73183,34711,FL,Orlando-Kissimmee-Sanford,Lake,Clermont,226,254300,0,0.001181102,0.062682825,0.08298706,0.016718733,2006-06,2006-Q2,312000,-0.184935897,2005-08
8/31/2018,71871,32218,FL,Jacksonville,Duval,Jacksonville,227,169600,-0.002352941,0.002364066,0.092783505,0.091446232,0.004162109,2006-10,2006-Q4,195600,-0.132924335,2005-07
8/31/2018,60599,7093,NJ,New York-Newark-Jersey City,Hudson,West New York,228,366500,-0.002449646,-0.003805382,0.074150059,0.089578928,-0.010898713,2007-05,2007-Q2,484700,-0.243862183,2005-06
8/31/2018,95985,90004,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,229,1399400,-0.001284613,0.015677166,0.076627173,0.102815902,0.056416379,2018-07,2018-Q3,1401200,-0.001284613,2018-07
8/31/2018,72488,33186,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade,The Crossings,230,303100,0.000660284,0.005640345,0.06201822,0.100251721,0.019836496,2007-01,2007-Q1,331700,-0.08622249,2006-02
8/31/2018,71902,32256,FL,Jacksonville,Duval,Jacksonville,231,190200,0.001579779,0.009018568,0.061976549,0.072398868,0.011947743,2006-09,2006-Q3,217600,-0.125919118,2005-07
8/31/2018,70842,30062,GA,Atlanta-Sandy Springs-Roswell,Cobb,Marietta,232,326200,0.000306654,-0.000918836,0.076567657,0.070885619,0.028370261,2018-06,2018-Q2,326600,-0.00122474,2018-05
8/31/2018,92576,78641,TX,Austin-Round Rock,Williamson,Leander,233,255800,-0.00156128,0.000391083,0.032700848,0.07570086,0.037101617,2018-06,2018-Q2,256500,-0.002729045,2018-06
8/31/2018,96208,90706,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Bellflower,234,510600,-0.00019581,-0.002734375,0.041615667,0.068716917,0.026389002,2006-08,2006-Q3,535200,-0.045964126,2006-02
8/31/2018,84628,60626,IL,Chicago-Naperville-Elgin,Cook,Chicago,235,172900,-0.001732102,0.006402794,0.045344619,0.09580792,-0.017810728,2007-11,2007-Q4,219500,-0.212300683,2003-10
8/31/2018,78975,48103,MI,Ann Arbor,Washtenaw,Ann Arbor,236,370900,-0.00322494,0.005694143,0.087683284,0.08189084,0.050947138,2018-06,2018-Q2,372300,-0.003760408,2018-06
8/31/2018,71050,30331,GA,Atlanta-Sandy Springs-Roswell,Fulton,Atlanta,237,142900,-0.001397624,0.004922644,0.098385857,0.124274126,-0.005896604,2007-01,2007-Q1,168300,-0.150920974,2002-05
8/31/2018,58666,2155,MA,Boston-Cambridge-Newton,Middlesex,Medford,238,582400,-0.002227171,0.001375516,0.101986755,0.095565334,0.055030501,2018-06,2018-Q2,584500,-0.003592814,2018-06
8/31/2018,90769,75217,TX,Dallas-Fort Worth-Arlington,Dallas,Dallas,239,117100,-0.000853242,0.013852814,0.235232068,0.128784942,0.047818552,2018-07,2018-Q3,117200,-0.000853242,2018-07
8/31/2018,61895,10701,NY,New York-Newark-Jersey City,Westchester,Yonkers,240,463500,-0.00515132,0.001079914,0.049592391,0.042305552,-0.000536741,2006-11,2006-Q4,498900,-0.070956103,2005-05
8/31/2018,74815,38401,TN,Nashville-Davidson--Murfreesboro--Franklin,Maury,Columbia,241,173600,-0.002298851,0.003468208,0.095268139,0.096146543,0.03539467,2018-07,2018-Q3,174000,-0.002298851,2018-07
8/31/2018,72350,33012,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade,Hialeah,242,208400,0.005306319,0.025590551,0.167507003,0.163130312,0.001892754,2007-09,2007-Q3,240100,-0.132028322,2006-04
8/31/2018,96368,91342,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,243,506800,-0.000197278,0.001779008,0.054515189,0.073886496,0.023537788,2006-10,2006-Q4,540300,-0.062002591,2006-01
8/31/2018,96816,92335,CA,Riverside-San Bernardino-Ontario,San Bernardino,Fontana,244,339000,-0.001766784,0.002069169,0.06336261,0.105166464,0.031883655,2006-07,2006-Q3,387400,-0.124935467,2005-10
8/31/2018,74187,37130,TN,Nashville-Davidson--Murfreesboro--Franklin,Rutherford,Murfreesboro,245,193100,-0.002067183,0.004682622,0.107224771,0.093865284,0.039325911,2018-07,2018-Q3,193500,-0.002067183,2018-06
